sn,condition,idcode,gender,age,class,height,weight,father_origin,religion,sibling-f,sibling-m,father-job,mother-job,mother_edu,father_edu,healtha,healthb,healthc,healthd,healthe,sussex1a,sussex1b,sussex1c,sussex1d,sussex1e,sussex2a,sussex2b,sussex2c,sussex2d,sussex2e,sussex3a,sussex3b,sussex3c,sussex3d,sussex3e,sussex4a,sussex4b,sussex4c,sussex4d,sussex4e,sussex5a,sussex5b,sussex5c,sussex5d,sussex5e,sussex6a,sussex6b,sussex6c,sussex6d,sussex6e,sussex7a,sussex7b,sussex7c,sussex7d,sussex7e,sussex8a,sussex8b,sussex8c,sussex8d,sussex8e,sussex9a,sussex9b,sussex9c,sussex9d,sussex9e,sussex10a,sussex10b,sussex10c,sussex10d,sussex10e,attnchk1,sussex11a,sussex11b,sussex11c,sussex11d,sussex11e,sussex12a,sussex12b,sussex12c,sussex12d,sussex12e,sussex13a,sussex13b,sussex13c,sussex13d,sussex13e,sussex14a,sussex14b,sussex14c,sussex14d,sussex14e,sussex15a,sussex15b,sussex15c,sussex15d,sussex15e,sussex16a,sussex16b,sussex16c,sussex16d,sussex16e,sussex17a,sussex17b,sussex17c,sussex17d,sussex17e,sussex18a,sussex18b,sussex18c,sussex18d,sussex18e,sussex19a,sussex19b,sussex19c,sussex19d,sussex19e,sussex20a,sussex20b,sussex20c,sussex20d,sussex20e,attnchk2,ames1a,ames1b,ames1c,ames1d,ames1e,ames2a,ames2b,ames2c,ames2d,ames2e,ames3a,ames3b,ames3c,ames3d,ames3e,ames4a,ames4b,ames4c,ames4d,ames4e,attnchk3,ames5a,ames5b,ames5c,ames5d,ames5e,ames6a,ames6b,ames6c,ames6d,ames6e,ames7a,ames7b,ames7c,ames7d,ames7e,ames8a,ames8b,ames8c,ames8d,ames8e,symp1a,symp1b,symp1c,symp1d,symp1e,symp2a,symp2b,symp2c,symp2d,symp2e,symp3a,symp3b,symp3c,symp3d,symp3e,iri1a,iri1b,iri1c,iri1d,iri1e,iri2a,iri2b,iri2c,iri2d,iri2e,iri3a,iri3b,iri3c,iri3d,iri3e,iri4a,iri4b,iri4c,iri4d,iri4e,iri5a,iri5b,iri5c,iri5d,iri5e,sds1a,sds1b,sds2a,sds2b,sds3a,sds3b,sds4a,sds4b,sds5a,sds5b,sds6a,sds6b,iosa,iosb,iosc,iosd,iose,swiss1,swiss2,swiss3,swiss4,swiss5,swiss6,swiss7,swiss8,sps1,sps2,sps3,sps4,sps5,sps6,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,school
125,2,Gp112,0,17,0,165,59,31,0,3,1,Mechanic,tive medicine,7,7,100,90,100,100,NA,50,80,50,50,NA,40,50,40,50,NA,60,100,50,100,NA,70,50,40,50,NA,50,50,70,50,NA,60,50,50,50,NA,40,60,50,60,NA,40,70,50,40,NA,50,60,50,50,NA,60,100,40,50,NA,70,40,40,50,50,NA,70,50,40,50,NA,50,50,30,50,NA,50,50,50,50,NA,70,50,60,60,NA,50,60,30,50,NA,40,70,50,40,NA,30,40,30,40,NA,50,40,50,50,NA,40,50,30,70,NA,30,0,50,40,50,NA,30,40,50,40,NA,50,50,50,50,NA,40,50,70,50,NA,50,0,30,30,40,NA,0,30,30,40,NA,50,50,20,50,NA,50,30,30,50,NA,80,80,50,50,NA,80,40,50,50,NA,90,20,30,60,NA,100,60,30,50,NA,60,50,60,50,NA,50,40,50,50,NA,50,50,50,70,NA,50,30,50,50,NA,1,1,0,0,1,1,0,0,0,0,1,0,4,4,1,2,NA,90,70,50,90,90,50,50,80,60,70,50,40,40,80,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,sch2
126,2,Gp113,0,17,0,172,65,28,0,2,1,Painter and paint products,Food seller,1,8,70,80,NA,70,NA,70,80,NA,70,NA,100,80,NA,80,NA,80,70,NA,70,NA,100,80,NA,70,NA,100,80,NA,80,NA,100,90,NA,80,NA,90,80,NA,80,NA,100,80,NA,80,NA,100,80,NA,80,NA,90,80,NA,70,NA,70,100,80,NA,80,NA,70,90,NA,70,NA,100,80,NA,80,NA,80,80,NA,80,NA,80,80,NA,80,NA,90,80,NA,80,NA,80,80,NA,80,NA,90,80,NA,70,NA,100,80,NA,80,NA,100,80,NA,80,NA,30,70,80,NA,70,NA,60,80,NA,80,NA,70,90,NA,80,NA,80,80,NA,80,NA,50,60,80,NA,80,NA,70,80,NA,80,NA,70,80,NA,80,NA,80,80,NA,80,NA,60,80,NA,80,NA,80,80,NA,80,NA,80,80,NA,80,NA,80,80,NA,80,NA,80,80,NA,70,NA,70,80,NA,70,NA,80,90,NA,80,NA,80,80,NA,80,NA,1,1,0,0,1,1,0,0,0,0,0,0,5,6,NA,5,NA,80,90,80,90,80,60,80,80,90,80,80,80,80,30,80,60,80,70,70,70,80,70,70,70,70,80,70,80,70,sch2
127,2,Gp115,0,20,0,178,75,24,0,1,4,Delivery,Hair dresser,1,8,50,100,100,100,NA,90,100,100,50,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,80,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,50,NA,100,100,100,100,NA,100,100,100,70,NA,70,100,100,100,90,NA,100,100,100,50,NA,100,100,100,60,NA,100,100,100,50,NA,100,100,100,60,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,100,100,60,NA,100,100,100,60,NA,30,100,100,100,70,NA,100,100,100,60,NA,100,100,100,100,NA,100,100,100,100,NA,50,100,50,50,60,NA,100,50,70,80,NA,100,100,100,80,NA,100,100,100,100,NA,100,100,100,80,NA,100,50,100,100,NA,100,60,50,70,NA,100,100,100,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,60,60,100,NA,100,100,100,100,NA,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,NA,100,100,100,100,100,100,100,100,100,50,100,100,50,50,100,50,50,100,50,100,100,50,50,50,50,100,100,50,100,sch2
128,2,Gp117,0,17,0,165,54,17,0,1,NA,Capital,Businesses woman,1,3,100,100,NA,100,100,50,100,NA,60,100,50,90,NA,100,100,50,90,NA,50,100,50,100,NA,100,100,100,100,NA,100,80,100,100,NA,100,100,50,100,NA,100,100,100,100,NA,100,100,90,100,NA,100,100,100,100,NA,100,100,70,50,100,NA,100,80,50,100,NA,50,100,100,100,NA,100,100,100,100,NA,100,100,50,100,NA,100,100,100,90,NA,100,100,70,90,NA,100,50,90,100,NA,60,100,100,90,NA,100,100,80,100,NA,100,50,30,80,100,NA,100,100,50,100,NA,60,100,70,100,NA,100,100,60,100,NA,100,100,50,70,100,NA,10,50,70,100,NA,100,80,90,100,NA,100,50,80,100,NA,80,100,100,100,NA,100,100,90,100,NA,100,100,80,100,NA,100,100,60,100,NA,100,100,90,100,NA,60,100,50,100,NA,100,100,90,100,NA,50,100,70,90,NA,100,100,0,1,1,0,1,1,1,0,0,0,0,0,1,6,NA,5,4,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch2
129,2,Gp118,0,17,0,161,58,9,0,2,2,Business,Business,7,7,20,50,NA,100,NA,60,60,NA,100,NA,60,50,NA,100,NA,20,100,NA,50,NA,20,100,NA,100,NA,70,100,NA,100,NA,80,80,NA,100,NA,70,90,NA,100,NA,70,100,NA,70,NA,80,100,NA,60,NA,60,100,NA,70,NA,70,80,100,NA,100,NA,70,90,NA,50,NA,90,100,NA,100,NA,70,40,NA,50,NA,70,100,NA,100,NA,60,40,NA,50,NA,70,90,NA,80,NA,70,100,NA,100,NA,70,100,NA,60,NA,30,100,NA,100,NA,30,100,100,NA,50,NA,40,90,NA,30,NA,30,70,NA,50,NA,90,90,NA,50,NA,50,20,100,NA,30,NA,10,100,NA,30,NA,100,70,NA,40,NA,90,100,NA,60,NA,80,100,NA,70,NA,100,90,NA,100,NA,80,90,NA,60,NA,100,70,NA,50,NA,100,70,NA,50,NA,90,100,NA,30,NA,100,90,NA,50,NA,100,100,NA,60,NA,1,1,0,1,1,1,1,1,1,1,0,1,6,6,NA,1,NA,100,100,100,100,100,90,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,sch2
130,2,Gp134,0,18,0,176,72,23,0,3,1,Office work,Teacher,1,7,70,40,NA,NA,80,90,70,NA,NA,80,70,100,NA,NA,60,80,100,NA,NA,50,60,100,NA,NA,40,70,90,NA,NA,80,70,100,NA,NA,50,70,90,NA,NA,50,70,90,NA,NA,70,60,100,NA,NA,40,70,100,NA,NA,100,70,70,100,NA,NA,80,80,50,NA,NA,50,70,100,NA,NA,40,70,100,NA,NA,80,70,80,NA,NA,60,70,100,NA,NA,100,80,100,NA,NA,60,70,100,NA,NA,80,80,100,NA,NA,90,70,100,NA,NA,70,70,70,100,NA,NA,80,80,100,NA,NA,50,70,100,NA,NA,70,70,90,NA,NA,80,70,70,100,NA,NA,60,70,100,NA,NA,80,70,90,NA,NA,70,70,90,NA,NA,30,70,100,NA,NA,80,70,80,NA,NA,50,80,100,NA,NA,40,80,100,NA,NA,60,70,100,NA,NA,70,70,90,NA,NA,40,70,100,NA,NA,70,70,80,NA,NA,70,1,1,1,0,0,1,0,0,1,1,1,0,0,0,NA,NA,0,90,100,80,100,100,100,100,90,100,100,100,90,100,100,100,100,90,100,100,100,100,80,100,90,100,100,90,100,50,sch2
131,2,Gp146,0,18,1,182,61,19,0,1,1,Military,Trader,1,1,100,100,NA,50,100,100,100,NA,70,50,100,100,NA,50,100,50,80,NA,50,100,100,100,NA,30,100,100,100,NA,30,50,100,100,NA,70,50,100,100,NA,60,50,100,100,NA,70,100,100,100,NA,70,100,50,100,NA,60,50,70,100,100,NA,60,50,50,80,NA,50,90,90,100,NA,60,80,100,90,NA,70,50,50,50,NA,50,50,50,100,NA,60,50,100,100,NA,70,90,100,100,NA,40,100,100,100,NA,60,100,100,100,NA,30,100,30,50,100,NA,50,100,100,100,NA,30,100,100,100,NA,80,100,50,90,NA,70,100,50,70,100,NA,20,50,50,50,NA,30,100,80,100,NA,80,50,100,100,NA,40,100,100,100,NA,70,100,100,100,NA,30,100,100,100,NA,30,100,100,100,NA,30,100,70,80,NA,70,100,100,80,NA,50,100,100,50,NA,80,100,100,100,NA,60,100,1,1,0,1,1,1,1,1,0,0,1,1,3,6,NA,3,6,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,100,100,50,100,50,100,100,sch2
132,2,Gp016,0,14,1,157,40,0,0,1,1,a business man,a fashion designer,7,7,100,100,100,80,100,20,40,30,30,30,70,100,40,10,10,60,100,40,10,30,100,70,100,40,40,100,100,100,80,70,100,100,100,100,100,100,100,100,90,100,100,100,100,100,90,100,90,100,20,50,100,100,80,30,60,70,60,100,60,10,30,10,60,80,20,20,40,100,70,40,30,70,100,50,30,30,10,80,70,10,10,90,100,70,30,50,100,100,70,20,40,100,100,60,10,80,90,100,100,10,80,60,100,40,20,20,30,60,100,60,0,60,80,100,40,10,0,100,100,20,20,30,100,100,30,10,0,50,0,0,0,10,0,10,40,10,0,0,20,100,0,10,10,0,10,10,10,40,100,100,70,20,90,100,100,100,50,20,100,100,60,30,20,100,100,100,10,100,70,100,100,20,20,10,100,100,100,100,100,100,100,100,100,100,100,100,100,90,1,1,1,1,1,1,1,1,0,1,0,0,6,6,4,2,1,40,100,100,100,80,80,80,80,40,70,70,80,70,100,70,60,60,70,70,80,60,50,60,80,80,60,70,70,60,sch3
133,2,Gp019,1,14,1,155,60,25,0,3,NA,Business man,Business woman,7,7,90,100,100,100,100,80,50,50,50,50,100,50,50,50,50,60,60,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,70,100,100,100,50,80,100,50,50,50,50,100,100,100,80,90,100,90,100,50,100,50,50,50,50,80,50,90,100,50,50,50,90,100,100,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,30,50,50,50,50,50,10,50,50,50,50,50,50,50,50,50,10,50,50,50,50,50,50,50,50,50,50,50,50,100,30,50,100,40,100,50,50,10,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,100,100,100,100,100,100,100,100,100,100,1,1,1,0,0,0,1,0,1,0,0,0,5,5,5,6,5,100,80,100,100,100,100,100,100,70,50,40,30,50,100,50,50,40,30,30,100,40,70,30,50,100,70,80,100,100,sch3
134,2,Gp028,1,16,1,172,65,24,1,1,1,Trading,Trading,1,4,100,100,NA,100,100,100,80,NA,50,100,40,80,NA,80,100,100,100,NA,80,100,100,100,NA,90,90,60,100,NA,100,90,100,100,NA,80,90,100,100,NA,70,90,100,100,NA,100,100,100,90,NA,80,100,40,100,NA,100,90,70,100,50,NA,80,90,60,80,NA,80,100,60,60,NA,70,90,100,60,NA,80,90,80,100,NA,80,90,80,60,NA,80,90,50,60,NA,80,90,100,80,NA,80,90,60,50,NA,80,90,50,70,NA,90,90,30,80,60,NA,90,100,50,70,NA,100,100,60,80,NA,80,100,50,40,NA,100,100,50,10,10,NA,100,100,90,10,NA,80,90,80,100,NA,100,100,100,90,NA,100,100,50,100,NA,90,100,80,100,NA,100,90,50,80,NA,100,90,90,80,NA,100,100,60,100,NA,100,90,70,100,NA,100,100,90,100,NA,100,100,100,100,NA,100,100,1,1,0,0,1,1,0,0,0,0,0,0,4,4,NA,5,5,80,80,100,100,100,90,80,70,70,80,90,70,70,20,100,100,90,70,60,90,80,80,80,90,90,80,100,100,100,sch3
135,2,Gp029,1,16,1,163,45,24,1,2,2,Trading,Trading,1,1,100,100,NA,100,100,50,100,NA,100,100,90,50,NA,100,90,50,100,NA,100,80,100,100,NA,100,100,50,100,NA,100,60,100,100,NA,100,80,80,60,NA,100,60,100,100,NA,100,80,50,100,NA,100,100,100,100,NA,100,80,70,100,100,NA,100,70,50,100,NA,100,100,90,100,NA,100,80,100,100,NA,100,70,50,100,NA,100,90,100,100,NA,100,100,100,100,NA,100,80,100,100,NA,100,100,100,100,NA,100,80,50,100,NA,100,80,30,50,100,NA,100,80,50,100,NA,100,70,100,100,NA,100,80,100,100,NA,100,80,50,50,100,NA,100,100,100,100,NA,100,100,100,100,NA,100,70,100,100,NA,100,90,100,100,NA,100,80,50,100,NA,100,80,100,100,NA,100,70,100,100,NA,100,100,50,60,NA,100,80,50,100,NA,100,100,100,100,NA,100,100,50,100,NA,100,30,1,1,1,0,1,1,0,0,0,0,0,0,3,2,NA,4,3,100,50,50,50,100,100,100,100,80,90,80,100,70,70,90,90,90,100,100,100,100,70,100,60,50,50,50,100,90,sch3
136,2,Gp037,0,16,1,160,50,25,0,1,NA,Engineering,"Trader "" she sells Sobo""",7,8,100,100,100,50,100,50,60,20,50,90,40,40,20,40,20,100,50,20,80,50,100,40,50,40,40,100,100,50,30,50,30,50,50,30,100,50,60,100,30,60,30,30,50,50,40,100,30,100,30,30,50,100,30,50,60,70,50,40,40,50,40,50,40,30,20,20,50,50,30,40,20,20,30,30,40,40,40,50,30,40,40,50,40,40,30,20,50,40,40,50,20,50,40,30,40,50,100,40,30,30,50,20,30,30,40,20,30,50,40,30,20,40,50,50,30,50,60,50,40,30,50,50,30,40,40,30,50,50,10,20,10,10,40,30,40,10,10,30,10,40,10,10,40,30,40,10,30,40,10,50,40,50,40,50,50,50,60,30,20,40,60,100,60,100,50,100,100,30,30,90,40,20,90,20,60,10,40,70,50,50,50,50,80,30,100,20,30,60,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,6,100,20,50,30,50,20,30,30,10,20,30,20,30,20,30,30,30,30,20,30,40,40,30,40,30,40,40,20,40,sch3
137,2,Gp047,1,15,1,165,50,17,0,NA,1,Gateman,Cleaner,7,8,100,100,100,70,50,50,100,40,80,50,40,50,70,80,70,50,50,40,50,50,100,50,80,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10,90,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,100,50,40,70,50,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,80,100,60,100,50,30,50,10,80,60,60,100,50,50,100,100,100,100,100,100,100,100,100,100,80,100,50,100,100,10,20,20,100,100,10,40,60,100,100,10,10,10,0,40,10,10,30,100,100,20,100,100,100,100,100,100,100,100,100,100,100,100,50,50,70,100,100,50,80,10,100,50,50,100,70,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,0,0,0,0,0,0,5,5,5,5,5,100,100,100,50,100,100,30,100,100,50,50,100,100,50,100,50,60,50,100,100,50,30,30,40,100,50,40,50,50,sch3
138,2,Gp051,1,14,1,162,56,24,1,2,0,Trader,Trader,1,1,100,100,100,90,100,100,100,90,100,60,50,100,60,100,60,100,80,100,100,60,60,100,100,70,60,50,90,100,90,90,100,100,100,100,70,100,100,50,80,50,50,80,90,90,80,100,80,100,100,60,100,90,100,90,80,70,50,100,70,90,90,100,80,50,80,80,100,80,90,90,90,100,90,100,70,90,80,90,70,80,100,50,90,100,100,80,100,70,100,80,50,100,90,100,80,90,80,80,100,80,100,80,100,80,70,40,30,80,100,100,90,90,80,80,80,100,80,100,100,100,100,90,100,100,100,100,80,50,30,0,10,20,80,70,80,50,50,100,100,90,10,20,90,50,100,90,50,100,80,100,80,60,60,100,100,100,100,80,100,100,100,100,80,100,100,100,100,80,100,100,100,90,90,60,100,90,100,90,100,0,100,100,100,100,100,100,100,80,1,1,0,1,1,1,0,1,0,0,0,0,6,5,6,6,6,50,100,100,90,100,100,90,90,60,10,10,10,10,40,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,sch3
139,2,Gp052,1,14,1,154,58,25,1,3,3,Contractor,Trader,1,1,100,100,NA,100,100,80,100,NA,40,100,80,100,NA,100,100,80,100,NA,30,80,100,100,NA,100,100,40,100,NA,100,100,100,90,NA,100,100,100,100,NA,50,100,100,100,NA,70,70,100,100,NA,80,100,100,100,NA,100,100,70,100,100,NA,100,100,70,100,NA,100,100,100,100,NA,70,90,100,100,NA,90,80,100,100,NA,70,100,70,100,NA,80,80,90,100,NA,100,100,100,100,NA,60,100,100,100,NA,80,100,100,100,NA,80,100,30,50,100,NA,70,80,100,100,NA,80,100,100,100,NA,70,90,100,100,NA,50,80,50,50,90,NA,20,40,60,70,NA,50,60,60,100,NA,50,80,80,80,NA,40,40,100,100,NA,80,90,100,100,NA,80,70,100,100,NA,100,100,30,60,NA,40,100,60,100,NA,100,90,20,90,NA,50,30,50,100,NA,60,100,90,100,NA,80,80,1,1,0,0,1,1,0,0,0,0,0,0,6,6,NA,6,6,100,100,100,100,100,100,100,100,20,30,20,60,60,100,20,40,70,100,60,100,70,60,50,100,70,90,90,100,100,sch3
140,2,Gp059,0,16,1,78,59,2,0,1,1,Police officer,Teacher,7,7,100,100,100,NA,NA,80,60,70,NA,NA,100,70,70,NA,NA,60,60,60,NA,NA,80,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,80,100,NA,NA,100,100,100,NA,NA,70,100,80,100,NA,NA,100,70,60,NA,NA,100,80,100,NA,NA,70,80,100,NA,NA,70,80,80,NA,NA,100,70,80,NA,NA,100,100,100,NA,NA,70,80,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,30,80,70,100,NA,NA,100,80,100,NA,NA,80,100,100,NA,NA,80,70,50,NA,NA,50,50,50,50,NA,NA,50,40,90,NA,NA,70,100,90,NA,NA,70,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,100,100,100,NA,NA,50,50,30,NA,NA,40,100,100,NA,NA,60,100,100,NA,NA,70,100,100,NA,NA,100,100,100,NA,NA,1,1,1,1,1,1,0,0,0,0,0,0,4,5,5,NA,NA,100,70,70,70,60,80,100,80,100,100,100,70,70,100,100,70,100,100,100,100,100,100,50,60,100,100,100,100,100,sch3
141,2,Gp071,1,15,2,169,58,24,1,1,2,Trader,Trader,3,3,100,100,10,10,10,100,90,60,50,50,100,70,50,50,60,100,80,60,50,40,100,50,50,30,30,100,80,50,50,30,100,100,100,90,70,20,50,50,10,40,100,100,100,100,50,100,100,70,20,30,100,80,70,50,30,70,100,100,80,80,40,100,70,50,30,30,100,100,70,80,50,100,70,50,50,40,50,50,10,10,40,100,100,70,60,40,100,70,70,60,40,100,70,50,30,40,100,100,60,80,40,100,80,50,80,30,30,100,30,40,50,40,50,60,50,50,20,70,90,30,50,20,50,80,30,70,30,50,70,30,20,10,30,70,40,10,10,30,100,30,10,20,30,90,40,20,20,10,100,100,100,50,40,100,100,50,60,30,100,80,50,70,20,100,100,100,70,40,70,40,10,10,10,100,100,10,10,10,100,50,70,50,30,100,40,60,70,20,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,50,60,100,70,100,100,100,100,100,50,100,100,100,100,70,60,90,80,100,100,90,70,80,80,100,50,80,70,90,sch3
142,2,Gp077,0,16,2,171,50,31,1,0,2,Police man,Trader,7,7,100,100,100,NA,100,50,50,60,NA,60,50,50,60,NA,60,50,50,60,NA,50,50,50,60,NA,50,20,50,70,NA,60,100,50,60,NA,70,100,50,60,NA,60,100,50,100,NA,50,100,50,60,NA,60,100,50,60,NA,60,70,100,50,60,NA,50,50,50,60,NA,60,100,50,60,NA,50,50,50,60,NA,60,50,50,60,NA,60,50,50,60,NA,60,100,50,60,NA,60,100,50,60,NA,60,80,50,60,NA,60,100,50,60,NA,60,30,50,50,50,NA,50,90,50,60,NA,50,80,50,40,NA,50,40,50,40,NA,50,50,10,50,50,NA,60,40,50,40,NA,60,90,50,20,NA,50,30,50,50,NA,50,100,50,70,NA,50,100,50,50,NA,50,100,50,30,NA,50,100,50,60,NA,50,100,50,70,NA,50,50,50,60,NA,60,100,50,70,NA,50,100,50,50,NA,50,1,1,1,1,1,1,0,1,0,1,0,1,5,5,5,NA,5,60,50,70,60,60,70,70,30,50,60,60,40,50,30,60,60,80,70,60,60,80,70,70,70,70,50,70,70,50,sch3
143,2,Gp078,1,16,2,163,68,31,0,1,1,a business man,trader,7,7,100,100,100,NA,NA,100,100,40,NA,NA,100,100,70,NA,NA,100,100,90,NA,NA,100,100,70,NA,NA,100,100,60,NA,NA,100,100,50,NA,NA,100,100,70,NA,NA,100,80,60,NA,NA,100,100,100,NA,NA,100,100,60,NA,NA,70,50,100,100,NA,NA,100,90,60,NA,NA,30,100,60,NA,NA,20,100,60,NA,NA,100,100,90,NA,NA,100,100,60,NA,NA,100,100,90,NA,NA,100,100,60,NA,NA,100,100,60,NA,NA,100,100,80,NA,NA,30,40,80,100,NA,NA,50,100,90,NA,NA,50,100,80,NA,NA,70,100,100,NA,NA,50,100,50,70,NA,NA,20,100,100,NA,NA,100,90,100,NA,NA,100,50,90,NA,NA,50,100,70,NA,NA,70,60,100,NA,NA,50,100,100,NA,NA,100,60,90,NA,NA,50,80,100,NA,NA,50,100,60,NA,NA,60,100,100,NA,NA,80,90,90,NA,NA,1,1,1,0,1,1,1,1,1,1,0,0,6,5,3,NA,NA,100,60,60,70,60,100,100,60,100,70,100,100,100,100,80,100,100,100,100,50,30,80,80,60,60,60,70,80,70,sch3
144,2,Gp083,0,15,2,154,39,28,0,2,1,Trader,Trader,7,3,100,70,80,100,90,60,60,50,60,50,100,70,50,60,50,50,50,40,60,80,50,50,50,40,50,40,50,70,50,60,100,100,100,50,70,100,50,60,50,40,50,50,100,100,80,100,50,80,80,50,100,100,60,100,60,50,100,50,60,80,90,60,50,50,70,80,60,60,60,60,50,50,80,40,80,90,90,60,100,70,70,70,50,70,60,100,100,70,100,100,80,100,80,60,70,60,60,90,70,30,60,100,90,100,60,50,100,100,50,50,40,50,60,50,70,50,50,100,100,60,40,60,100,50,100,100,60,50,40,50,50,40,50,80,100,50,60,70,100,90,100,100,60,30,100,80,60,60,100,70,50,60,50,100,80,100,50,80,100,60,50,60,50,100,70,90,100,60,50,60,100,60,60,100,60,70,50,70,40,50,100,60,50,50,50,50,50,70,1,1,0,0,1,1,0,0,0,0,0,0,6,6,6,6,6,50,50,50,50,50,50,50,60,60,70,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,sch3
145,2,Gp099,0,15,1,166,57,30,1,1,3,Contractor,Trader,3,1,100,90,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,80,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,70,100,100,NA,100,NA,50,50,NA,50,NA,100,100,NA,100,NA,50,70,NA,100,NA,100,50,NA,100,NA,50,50,NA,50,NA,100,100,NA,100,NA,50,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,30,70,70,NA,50,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,50,0,0,NA,0,NA,50,0,NA,0,NA,50,10,NA,50,NA,100,0,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,100,100,NA,100,NA,60,90,NA,100,NA,50,100,NA,100,NA,100,90,NA,100,NA,100,100,NA,100,NA,1,1,0,0,1,1,1,1,0,0,0,0,0,6,NA,4,NA,0,100,100,90,100,100,80,100,100,60,90,70,60,100,20,10,10,10,10,100,100,20,0,100,100,100,100,20,100,sch3
146,2,Gp102,1,14,1,162,83,29,1,2,1,Business man,Trader,7,7,100,100,100,100,100,100,100,100,100,100,100,90,100,100,90,90,100,100,100,100,70,70,100,100,90,90,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,80,100,100,100,100,80,100,100,100,100,90,100,100,100,100,90,100,70,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,90,100,90,70,100,90,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,90,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,6,6,100,100,100,100,100,100,100,100,80,70,80,80,90,100,100,60,60,50,60,100,90,100,80,90,70,80,70,70,80,sch3
147,2,Gp104,0,13,1,165,56,25,1,1,1,Pharmacists,Retailer,7,7,90,100,100,100,100,100,70,90,60,80,70,70,80,60,80,80,60,100,60,80,100,70,100,70,80,100,70,90,60,90,100,80,100,70,80,100,80,100,80,90,100,80,100,80,90,80,100,100,70,80,100,80,100,90,80,70,90,70,100,90,80,50,60,100,70,90,100,80,100,90,80,70,70,100,90,80,60,70,100,80,90,50,80,80,80,100,90,100,100,80,70,80,80,100,70,80,50,70,100,90,90,70,70,100,90,80,30,80,90,100,80,90,70,80,100,80,80,100,70,90,80,80,100,80,80,100,70,50,50,90,70,50,80,50,90,90,50,70,100,70,100,70,70,100,80,90,80,60,100,80,100,100,90,100,90,100,100,90,100,80,100,70,90,100,80,100,100,70,100,90,100,80,90,100,80,100,90,80,100,90,80,90,80,100,70,70,50,80,1,1,0,1,1,1,0,0,0,0,0,1,6,6,6,6,6,80,80,90,80,80,80,80,80,80,90,90,90,80,90,80,90,80,90,80,90,40,80,80,70,80,80,60,100,100,sch3
